,DATA,VALOR_REEMBOLSADO
975,2013-09-02,149098.31
976,2013-09-03,105153.56
977,2013-09-04,55771.81
978,2013-09-05,182025.88
979,2013-09-06,64349.54
980,2013-09-07,4973.32
981,2013-09-08,8326.17
982,2013-09-09,69386.72
983,2013-09-10,75443.47
984,2013-09-11,55145.3
985,2013-09-12,86253.77
986,2013-09-13,50583.57
987,2013-09-14,23089.02
988,2013-09-15,34369.63
989,2013-09-16,118897.94
990,2013-09-17,50010.43
991,2013-09-18,65976.03
992,2013-09-19,65639.36
993,2013-09-20,55769.479999999996
994,2013-09-21,14059.789999999999
995,2013-09-22,17176.62
996,2013-09-23,75982.58
997,2013-09-24,71789.85
998,2013-09-25,61032.75
999,2013-09-26,85163.3
1000,2013-09-27,72889.5
1001,2013-09-28,20167.14
1002,2013-09-29,16163.17
1003,2013-09-30,220688.43
1004,2013-10-01,215307.19
1005,2013-10-02,98824.18
1006,2013-10-03,63496.159999999996
1007,2013-10-04,62855.67
1008,2013-10-05,56558.22
1009,2013-10-06,18722.29
1010,2013-10-07,56488.19
1011,2013-10-08,84550.36
1012,2013-10-09,49672.35
1013,2013-10-10,98636.91
1014,2013-10-11,43712.22
1015,2013-10-12,10566.0
1016,2013-10-13,15495.9
1017,2013-10-14,81235.64
1018,2013-10-15,59195.16
1019,2013-10-16,72431.01
1020,2013-10-17,110989.58
1021,2013-10-18,57751.63
1022,2013-10-19,14238.619999999999
1023,2013-10-20,12905.63
1024,2013-10-21,96252.6
1025,2013-10-22,61544.799999999996
1026,2013-10-23,90583.93000000001
1027,2013-10-24,96271.43
1028,2013-10-25,64282.39
1029,2013-10-26,9132.65
1030,2013-10-27,13559.15
1031,2013-10-28,66254.68
1032,2013-10-29,74151.16
1033,2013-10-30,145593.44
1034,2013-10-31,177745.88
1035,2013-11-01,173463.52
1036,2013-11-02,23164.27
1037,2013-11-03,4535.39
1038,2013-11-04,128267.26
1039,2013-11-05,162919.11
1040,2013-11-06,67232.16
1041,2013-11-07,93366.68
1042,2013-11-08,42944.34
1043,2013-11-09,21980.51
1044,2013-11-10,29896.11
1045,2013-11-11,73209.33
1046,2013-11-12,59471.59
1047,2013-11-13,82674.03
1048,2013-11-14,127966.3
1049,2013-11-15,50335.38
1050,2013-11-16,6518.08
1051,2013-11-17,11340.65
1052,2013-11-18,109083.4
1053,2013-11-19,77573.91
1054,2013-11-20,123851.18000000001
1055,2013-11-21,69772.07
1056,2013-11-22,28075.48
1057,2013-11-23,12061.77
1058,2013-11-24,13409.59
1059,2013-11-25,124139.73
1060,2013-11-26,58322.61
1061,2013-11-27,74509.82
1062,2013-11-28,100717.61
1063,2013-11-29,131159.59
1064,2013-11-30,83868.73
1065,2013-12-01,64639.22
1066,2013-12-02,239585.25
1067,2013-12-03,186392.99
1068,2013-12-04,92738.84
1069,2013-12-05,153394.95
1070,2013-12-06,119649.14
1071,2013-12-07,25468.07
1072,2013-12-08,15782.05
1073,2013-12-09,162096.68
1074,2013-12-10,163492.67
1075,2013-12-11,79707.53
1076,2013-12-12,78627.0
1077,2013-12-13,65627.53
1078,2013-12-14,28013.54
1079,2013-12-15,45806.07
1080,2013-12-16,160223.54
1081,2013-12-17,166602.33000000002
1082,2013-12-18,57157.32
1083,2013-12-19,70260.52
1084,2013-12-20,91910.5
1085,2013-12-21,14750.23
1086,2013-12-22,5008.81
1087,2013-12-23,91236.20999999999
1088,2013-12-24,3253.69
1089,2013-12-25,5338.72
1090,2013-12-26,26885.85
1091,2013-12-27,41548.28
1092,2013-12-28,16982.56
1093,2013-12-29,3485.03
1094,2013-12-30,77052.14
1095,2013-12-31,31937.64
1096,2014-01-01,55867.32
1097,2014-01-02,62169.06
1098,2014-01-03,25733.420000000002
1099,2014-01-04,7826.3
1100,2014-01-05,52593.96
1101,2014-01-06,60635.69
1102,2014-01-07,34294.31
1103,2014-01-08,74176.93
1104,2014-01-09,48110.67
1105,2014-01-10,48941.48
1106,2014-01-11,11931.86
1107,2014-01-12,17841.02
1108,2014-01-13,61490.5
1109,2014-01-14,63260.049999999996
1110,2014-01-15,67165.78
1111,2014-01-16,63503.9
1112,2014-01-17,45509.93
1113,2014-01-18,7360.72
1114,2014-01-19,20392.04
1115,2014-01-20,51227.47
1116,2014-01-21,86830.86
1117,2014-01-22,38418.31
1118,2014-01-23,42498.950000000004
1119,2014-01-24,37290.42
1120,2014-01-25,6957.17
1121,2014-01-26,8457.47
1122,2014-01-27,51728.58
1123,2014-01-28,33903.28
1124,2014-01-29,66925.31999999999
1125,2014-01-30,79682.06
1126,2014-01-31,121632.17
1127,2014-02-01,69900.85
1128,2014-02-02,34162.21
1129,2014-02-03,143194.13999999998
1130,2014-02-04,74270.02
1131,2014-02-05,132200.97
1132,2014-02-06,96142.66
1133,2014-02-07,76299.19
1134,2014-02-08,5621.85
1135,2014-02-09,13944.810000000001
1136,2014-02-10,134095.05
1137,2014-02-11,88383.9
1138,2014-02-12,59000.52
1139,2014-02-13,127780.3
1140,2014-02-14,60332.14
1141,2014-02-15,30328.76
1142,2014-02-16,9321.97
1143,2014-02-17,152882.23
1144,2014-02-18,71666.17
1145,2014-02-19,33331.33
1146,2014-02-20,99389.36
1147,2014-02-21,59368.37
1148,2014-02-22,8664.03
1149,2014-02-23,20334.07
1150,2014-02-24,78328.06999999999
1151,2014-02-25,78129.58
1152,2014-02-26,50937.65
1153,2014-02-27,78449.77
1154,2014-02-28,144587.24
1155,2014-03-01,55052.16
1156,2014-03-02,12873.869999999999
1157,2014-03-03,25941.65
1158,2014-03-04,3199.46
1159,2014-03-05,109508.24
1160,2014-03-06,142951.21
1161,2014-03-07,77908.03
1162,2014-03-08,19501.71
1163,2014-03-09,48584.14
1164,2014-03-10,152492.81
1165,2014-03-11,75108.3
1166,2014-03-12,65311.47
1167,2014-03-13,61819.65
1168,2014-03-14,72302.3
1169,2014-03-15,27714.26
1170,2014-03-16,13185.39
1171,2014-03-17,67376.2
1172,2014-03-18,117587.44
1173,2014-03-19,69938.86
1174,2014-03-20,118194.12
1175,2014-03-21,51738.76
1176,2014-03-22,9246.11
1177,2014-03-23,11732.92
1178,2014-03-24,113786.93000000001
1179,2014-03-25,97804.96
1180,2014-03-26,64086.19
1181,2014-03-27,80005.93000000001
1182,2014-03-28,71151.21
1183,2014-03-29,19373.38
1184,2014-03-30,20314.59
1185,2014-03-31,199169.84
1186,2014-04-01,272378.5
1187,2014-04-02,126647.65
1188,2014-04-03,113046.09
1189,2014-04-04,51608.84
1190,2014-04-05,60098.51
1191,2014-04-06,13942.52
1192,2014-04-07,83966.56
1193,2014-04-08,33859.14
1194,2014-04-09,65856.23
1195,2014-04-10,84134.64
1196,2014-04-11,65485.23
1197,2014-04-12,12273.37
1198,2014-04-13,16647.71
1199,2014-04-14,54890.78
1200,2014-04-15,81661.76
1201,2014-04-16,48056.34
1202,2014-04-17,58329.4
1203,2014-04-18,21299.35
1204,2014-04-19,5811.41
1205,2014-04-20,15707.6
1206,2014-04-21,19558.18
1207,2014-04-22,119887.12
1208,2014-04-23,74681.28
1209,2014-04-24,104951.45
1210,2014-04-25,57466.57
1211,2014-04-26,19713.73
1212,2014-04-27,18389.579999999998
1213,2014-04-28,109579.15
1214,2014-04-29,56520.58
1215,2014-04-30,195255.19
1216,2014-05-01,76521.47
1217,2014-05-02,139164.49
1218,2014-05-03,21847.43
1219,2014-05-04,10217.24
1220,2014-05-05,146898.27
1221,2014-05-06,112630.09
1222,2014-05-07,60724.65
1223,2014-05-08,61267.9
1224,2014-05-09,30848.6
1225,2014-05-10,33315.28
1226,2014-05-11,11370.23
1227,2014-05-12,74265.13
1228,2014-05-13,75739.61
1229,2014-05-14,60995.64
1230,2014-05-15,80261.06
1231,2014-05-16,36772.04
1232,2014-05-17,9735.99
1233,2014-05-18,21253.04
1234,2014-05-19,125147.48
1235,2014-05-20,57909.63
1236,2014-05-21,77679.34
1237,2014-05-22,57633.02
1238,2014-05-23,67729.84
1239,2014-05-24,21073.260000000002
1240,2014-05-25,13963.609999999999
1241,2014-05-26,61916.45
1242,2014-05-27,77144.36
1243,2014-05-28,82751.06
1244,2014-05-29,60379.54
1245,2014-05-30,100145.28
1246,2014-05-31,54351.65
1247,2014-06-01,77990.89
1248,2014-06-02,181734.6
1249,2014-06-03,61361.81
1250,2014-06-04,52358.71
1251,2014-06-05,121694.12
1252,2014-06-06,49721.65
1253,2014-06-07,6924.56
1254,2014-06-08,8320.98
1255,2014-06-09,102729.97
1256,2014-06-10,81293.37
1257,2014-06-11,49379.04
1258,2014-06-12,31167.76
1259,2014-06-13,32136.59
1260,2014-06-14,11546.8
1261,2014-06-15,21877.38
1262,2014-06-16,73915.14
1263,2014-06-17,38943.01
1264,2014-06-18,73651.35
1265,2014-06-19,29497.53
1266,2014-06-20,63167.76
1267,2014-06-21,19010.27
1268,2014-06-22,9766.8
1269,2014-06-23,47208.83
1270,2014-06-24,45834.33
1271,2014-06-25,55853.08
1272,2014-06-26,44448.270000000004
1273,2014-06-27,60373.89
1274,2014-06-28,15934.97
1275,2014-06-29,5567.3099999999995
1276,2014-06-30,191034.13
1277,2014-07-01,192717.06
1278,2014-07-02,130525.8
1279,2014-07-03,100762.95000000001
1280,2014-07-04,18536.43
1281,2014-07-05,47702.02
1282,2014-07-06,16870.01
1283,2014-07-07,83020.2
1284,2014-07-08,30194.510000000002
1285,2014-07-09,108419.61
1286,2014-07-10,74524.23
1287,2014-07-11,41047.47
1288,2014-07-12,6744.96
1289,2014-07-13,12998.85
1290,2014-07-14,77915.6
1291,2014-07-15,58253.409999999996
1292,2014-07-16,75714.46
1293,2014-07-17,69267.78
1294,2014-07-18,30598.13
1295,2014-07-19,10462.83
1296,2014-07-20,12047.61
1297,2014-07-21,36569.35
1298,2014-07-22,39628.86
1299,2014-07-23,56246.94
1300,2014-07-24,21994.95
1301,2014-07-25,36791.17
1302,2014-07-26,9141.710000000001
1303,2014-07-27,17004.12
1304,2014-07-28,41920.85
1305,2014-07-29,36785.49
1306,2014-07-30,88983.8
1307,2014-07-31,98568.39
1308,2014-08-01,182130.72
1309,2014-08-02,37362.62
1310,2014-08-03,14590.39
1311,2014-08-04,135300.4
1312,2014-08-05,117353.49
1313,2014-08-06,86812.15
1314,2014-08-07,54838.25
1315,2014-08-08,57337.2
1316,2014-08-09,12094.46
1317,2014-08-10,21625.25
1318,2014-08-11,71805.15
1319,2014-08-12,36128.61
1320,2014-08-13,19469.71
1321,2014-08-14,39336.12
1322,2014-08-15,37215.28
1323,2014-08-16,19003.41
1324,2014-08-17,13003.71
1325,2014-08-18,43924.72
1326,2014-08-19,40186.3
1327,2014-08-20,67619.63
1328,2014-08-21,55156.72
1329,2014-08-22,6034.25
1330,2014-08-23,13462.529999999999
1331,2014-08-24,2950.93
1332,2014-08-25,102619.51
1333,2014-08-26,41242.07
1334,2014-08-27,32403.11
1335,2014-08-28,47185.020000000004
1336,2014-08-29,110606.49
1337,2014-08-30,34137.29
1338,2014-08-31,54537.45
1339,2014-09-01,220018.56
1340,2014-09-02,98383.1
1341,2014-09-03,88594.85
1342,2014-09-04,82593.68000000001
1343,2014-09-05,71330.0
1344,2014-09-06,12805.39
1345,2014-09-07,14291.04
1346,2014-09-08,23916.47
1347,2014-09-09,41087.79
1348,2014-09-10,53912.38
1349,2014-09-11,34937.31
1350,2014-09-12,24857.18
1351,2014-09-13,12928.23
1352,2014-09-14,5045.77
1353,2014-09-15,38831.43
1354,2014-09-16,31489.38
1355,2014-09-17,25206.19
1356,2014-09-18,29702.07
1357,2014-09-19,23574.91
1358,2014-09-20,11966.36
1359,2014-09-21,1484.74
1360,2014-09-22,36892.97
1361,2014-09-23,53185.75
1362,2014-09-24,40161.97
1363,2014-09-25,36338.83
1364,2014-09-26,31863.07
1365,2014-09-27,6886.9
1366,2014-09-28,23175.53
1367,2014-09-29,71282.78
1368,2014-09-30,122592.9
1369,2014-10-01,177152.13999999998
1370,2014-10-02,73688.91
1371,2014-10-03,41722.01
1372,2014-10-04,9777.23
1373,2014-10-05,28609.96
1374,2014-10-06,81033.54000000001
1375,2014-10-07,74291.59
1376,2014-10-08,34549.46
1377,2014-10-09,38149.28
1378,2014-10-10,69769.92
1379,2014-10-11,5708.68
1380,2014-10-12,4946.87
1381,2014-10-13,60144.049999999996
1382,2014-10-14,40286.46
1383,2014-10-15,79785.02
1384,2014-10-16,55894.83
1385,2014-10-17,46267.66
1386,2014-10-18,8448.18
1387,2014-10-19,12640.42
1388,2014-10-20,49299.94
1389,2014-10-21,55118.770000000004
1390,2014-10-22,92626.28
1391,2014-10-23,63027.3
1392,2014-10-24,35629.08
1393,2014-10-25,14333.710000000001
1394,2014-10-26,5256.3099999999995
1395,2014-10-27,81231.67
1396,2014-10-28,88021.61
1397,2014-10-29,31927.87
1398,2014-10-30,187583.34
1399,2014-10-31,91502.54000000001
1400,2014-11-01,58182.399999999994
1401,2014-11-02,6867.22
1402,2014-11-03,207831.02
1403,2014-11-04,58040.76
1404,2014-11-05,127159.36
1405,2014-11-06,101337.84
1406,2014-11-07,188681.62000000002
1407,2014-11-08,15313.01
1408,2014-11-09,14618.7
1409,2014-11-10,78870.07
1410,2014-11-11,75404.58
1411,2014-11-12,90723.45
1412,2014-11-13,79117.0
1413,2014-11-14,57321.590000000004
1414,2014-11-15,38035.1
1415,2014-11-16,17532.23
1416,2014-11-17,47619.98
1417,2014-11-18,92019.11
1418,2014-11-19,52088.81
1419,2014-11-20,74521.92
1420,2014-11-21,79340.99
1421,2014-11-22,5849.92
1422,2014-11-23,14176.0
1423,2014-11-24,165366.86
1424,2014-11-25,54762.84
1425,2014-11-26,50234.88
1426,2014-11-27,74719.31999999999
1427,2014-11-28,154474.66999999998
1428,2014-11-29,23356.7
1429,2014-11-30,128956.46
1430,2014-12-01,296473.2
1431,2014-12-02,148745.35
1432,2014-12-03,66743.59
1433,2014-12-04,171359.9
1434,2014-12-05,135120.21
1435,2014-12-06,7045.34
1436,2014-12-07,7213.08
1437,2014-12-08,117389.48
1438,2014-12-09,131759.71
1439,2014-12-10,286981.88
1440,2014-12-11,134966.43
1441,2014-12-12,155716.27000000002
1442,2014-12-13,60382.11
1443,2014-12-14,18311.08
1444,2014-12-15,240890.44
1445,2014-12-16,78069.89
1446,2014-12-17,211207.91999999998
1447,2014-12-18,55861.33
1448,2014-12-19,52204.75
1449,2014-12-20,21820.5
1450,2014-12-21,4291.37
1451,2014-12-22,114132.4
1452,2014-12-23,40991.21
1453,2014-12-24,9535.26
1454,2014-12-25,3157.76
1455,2014-12-26,20150.75
1456,2014-12-27,4726.9800000000005
1457,2014-12-28,7520.120000000001
1458,2014-12-29,83813.04
1459,2014-12-30,43134.66
1460,2014-12-31,57472.99
1461,2015-01-01,46836.24
1462,2015-01-02,49675.05
1463,2015-01-03,11042.66
1464,2015-01-04,7052.26
1465,2015-01-05,87881.45
1466,2015-01-06,59222.32
1467,2015-01-07,36460.77
1468,2015-01-08,26711.6
1469,2015-01-09,40614.840000000004
1470,2015-01-10,18373.64
1471,2015-01-11,2438.02
1472,2015-01-12,41422.4
1473,2015-01-13,47122.36
1474,2015-01-14,34484.67
1475,2015-01-15,42829.07
1476,2015-01-16,40729.700000000004
1477,2015-01-17,8903.68
1478,2015-01-18,5473.95
1479,2015-01-19,31580.91
1480,2015-01-20,103971.9
1481,2015-01-21,31388.87
1482,2015-01-22,50142.11
1483,2015-01-23,49853.85
1484,2015-01-24,9031.57
1485,2015-01-25,21850.13
1486,2015-01-26,69499.74
1487,2015-01-27,42034.43
1488,2015-01-28,53743.01
1489,2015-01-29,80137.87000000001
1490,2015-01-30,117055.73
1491,2015-01-31,70258.94
1492,2015-02-01,54595.060000000005
1493,2015-02-02,116666.29
1494,2015-02-03,54740.87
1495,2015-02-04,42947.72
1496,2015-02-05,100198.71
1497,2015-02-06,48497.28
1498,2015-02-07,18962.61
1499,2015-02-08,10410.2
1500,2015-02-09,86775.71
1501,2015-02-10,74522.69
1502,2015-02-11,81929.03
1503,2015-02-12,95399.1
1504,2015-02-13,60749.52
1505,2015-02-14,9340.86
1506,2015-02-15,16857.9
1507,2015-02-16,11386.09
1508,2015-02-17,5012.9
1509,2015-02-18,55553.5
1510,2015-02-19,27427.12
1511,2015-02-20,63391.270000000004
1512,2015-02-21,5704.22
1513,2015-02-22,10917.449999999999
1514,2015-02-23,75716.62
1515,2015-02-24,70626.74
1516,2015-02-25,65401.92
1517,2015-02-26,81930.12
1518,2015-02-27,102197.48
1519,2015-02-28,71653.18000000001
1520,2015-03-01,84539.62
1521,2015-03-02,168919.79
1522,2015-03-03,102047.74
1523,2015-03-04,72889.22
1524,2015-03-05,144982.03
1525,2015-03-06,39043.47
1526,2015-03-07,16585.87
1527,2015-03-08,11467.34
1528,2015-03-09,124657.19
1529,2015-03-10,88220.33
1530,2015-03-11,59352.13
1531,2015-03-12,95485.3
1532,2015-03-13,61181.82
1533,2015-03-14,14333.41
1534,2015-03-15,21377.07
1535,2015-03-16,113534.98
1536,2015-03-17,46964.6
1537,2015-03-18,57623.090000000004
1538,2015-03-19,55943.45
1539,2015-03-20,36962.12
1540,2015-03-21,25107.81
1541,2015-03-22,6099.14
1542,2015-03-23,84967.62
1543,2015-03-24,64425.34
1544,2015-03-25,92468.0
1545,2015-03-26,83669.88
1546,2015-03-27,61759.14
1547,2015-03-28,14989.29
1548,2015-03-29,12664.039999999999
1549,2015-03-30,123044.26
1550,2015-03-31,182968.13999999998
1551,2015-04-01,187950.59
1552,2015-04-02,50930.17
1553,2015-04-03,16898.29
1554,2015-04-04,16299.45
1555,2015-04-05,33904.49
1556,2015-04-06,133992.72
1557,2015-04-07,85285.47
1558,2015-04-08,140927.88999999998
1559,2015-04-09,74289.87
1560,2015-04-10,66792.46
1561,2015-04-11,14807.04
1562,2015-04-12,10062.86
1563,2015-04-13,72053.01
1564,2015-04-14,59206.88
1565,2015-04-15,74978.83
1566,2015-04-16,96625.05
1567,2015-04-17,89125.02
1568,2015-04-18,26791.489999999998
1569,2015-04-19,12231.25
1570,2015-04-20,54442.43
1571,2015-04-21,15440.21
1572,2015-04-22,78050.87
1573,2015-04-23,101759.91
1574,2015-04-24,71251.34
1575,2015-04-25,27836.21
1576,2015-04-26,5621.32
1577,2015-04-27,102215.79000000001
1578,2015-04-28,110418.5
1579,2015-04-29,121188.9
1580,2015-04-30,195032.43
1581,2015-05-01,69959.06
1582,2015-05-02,29103.49
1583,2015-05-03,12175.68
1584,2015-05-04,184047.45
1585,2015-05-05,211387.04
1586,2015-05-06,80001.54
1587,2015-05-07,55077.18
1588,2015-05-08,74689.44
1589,2015-05-09,27725.92
1590,2015-05-10,21985.01
1591,2015-05-11,60058.78
1592,2015-05-12,93762.97
1593,2015-05-13,36734.51
1594,2015-05-14,68920.75
1595,2015-05-15,83369.95
1596,2015-05-16,12385.75
1597,2015-05-17,8844.1
1598,2015-05-18,79818.43000000001
1599,2015-05-19,94396.77
1600,2015-05-20,113605.92
1601,2015-05-21,68597.34
1602,2015-05-22,70771.02
1603,2015-05-23,7695.73
1604,2015-05-24,20750.54
1605,2015-05-25,119114.12
1606,2015-05-26,59788.43
1607,2015-05-27,69239.55
1608,2015-05-28,91707.64
1609,2015-05-29,92835.4
1610,2015-05-30,33662.08
1611,2015-05-31,38786.43
1612,2015-06-01,222682.06
1613,2015-06-02,126190.71
1614,2015-06-03,105847.06999999999
1615,2015-06-04,16797.36
1616,2015-06-05,81434.74
1617,2015-06-06,3693.05
1618,2015-06-07,8636.55
1619,2015-06-08,87870.76
1620,2015-06-09,102389.52
1621,2015-06-10,95300.47
1622,2015-06-11,54135.2
1623,2015-06-12,47225.71
1624,2015-06-13,17127.21
1625,2015-06-14,18292.53
1626,2015-06-15,63141.200000000004
1627,2015-06-16,59290.020000000004
1628,2015-06-17,48049.32
1629,2015-06-18,58679.21
1630,2015-06-19,64652.08
1631,2015-06-20,28111.600000000002
1632,2015-06-21,8988.039999999999
1633,2015-06-22,68392.41
1634,2015-06-23,64463.14
1635,2015-06-24,76001.64
1636,2015-06-25,76631.32
1637,2015-06-26,66531.75
1638,2015-06-27,10243.0
1639,2015-06-28,8608.81
1640,2015-06-29,63371.03
1641,2015-06-30,174361.72
1642,2015-07-01,342107.5
1643,2015-07-02,88880.91
1644,2015-07-03,75311.71
1645,2015-07-04,6320.43
1646,2015-07-05,68411.19
1647,2015-07-06,120137.17
1648,2015-07-07,93750.74
1649,2015-07-08,60229.55
1650,2015-07-09,50669.19
1651,2015-07-10,73779.47
1652,2015-07-11,11303.92
1653,2015-07-12,17998.56
1654,2015-07-13,145743.04
1655,2015-07-14,169477.22
1656,2015-07-15,85407.43
1657,2015-07-16,57066.99
1658,2015-07-17,49869.96
1659,2015-07-18,10338.31
1660,2015-07-19,11541.17
1661,2015-07-20,61801.56
1662,2015-07-21,52690.159999999996
1663,2015-07-22,28815.9
1664,2015-07-23,74432.3
1665,2015-07-24,50662.82
1666,2015-07-25,11963.81
1667,2015-07-26,6288.92
1668,2015-07-27,39424.53
1669,2015-07-28,52827.93
1670,2015-07-29,47039.11
1671,2015-07-30,108677.87
1672,2015-07-31,84000.02
1673,2015-08-01,87846.34
1674,2015-08-02,12811.78
1675,2015-08-03,151901.69
1676,2015-08-04,121585.68000000001
1677,2015-08-05,147965.57
1678,2015-08-06,88206.73
1679,2015-08-07,58198.28
1680,2015-08-08,9322.81
1681,2015-08-09,18720.59
1682,2015-08-10,115141.81
1683,2015-08-11,54658.08
1684,2015-08-12,57649.24
1685,2015-08-13,75616.16
1686,2015-08-14,54581.42
1687,2015-08-15,30457.28
1688,2015-08-16,6902.65
1689,2015-08-17,79709.75
1690,2015-08-18,63760.590000000004
1691,2015-08-19,97467.51
1692,2015-08-20,95942.39
1693,2015-08-21,43058.909999999996
1694,2015-08-22,7055.55
1695,2015-08-23,5028.09
1696,2015-08-24,72167.31
1697,2015-08-25,93845.05
1698,2015-08-26,65460.07
1699,2015-08-27,83103.79
1700,2015-08-28,88651.79
1701,2015-08-29,16885.71
1702,2015-08-30,28102.49
1703,2015-08-31,173200.82
1704,2015-09-01,230465.91
1705,2015-09-02,111126.36
1706,2015-09-03,97869.43000000001
1707,2015-09-04,82532.23
1708,2015-09-05,46255.04
1709,2015-09-06,9646.36
1710,2015-09-07,9268.14
1711,2015-09-08,89842.84
1712,2015-09-09,91236.64
1713,2015-09-10,90885.62
1714,2015-09-11,62256.31
1715,2015-09-12,16601.17
1716,2015-09-13,11665.74
1717,2015-09-14,90229.88
1718,2015-09-15,82922.92
1719,2015-09-16,73459.42
1720,2015-09-17,80995.58
1721,2015-09-18,52830.33
1722,2015-09-19,12155.57
1723,2015-09-20,7377.97
1724,2015-09-21,79418.18
1725,2015-09-22,49551.01
1726,2015-09-23,122007.95
1727,2015-09-24,71294.06
1728,2015-09-25,74207.22
1729,2015-09-26,17001.5
1730,2015-09-27,11708.960000000001
1731,2015-09-28,107787.68
1732,2015-09-29,88957.91
1733,2015-09-30,189015.3
1734,2015-10-01,297029.4
1735,2015-10-02,81663.7
1736,2015-10-03,15873.91
1737,2015-10-04,24651.78
1738,2015-10-05,161427.04
1739,2015-10-06,93644.04
1740,2015-10-07,73758.28
1741,2015-10-08,67907.86
1742,2015-10-09,79497.34
1743,2015-10-10,40411.45
1744,2015-10-11,9258.06
1745,2015-10-12,6035.26
1746,2015-10-13,45112.25
1747,2015-10-14,88314.19
1748,2015-10-15,69729.88
1749,2015-10-16,54152.61
1750,2015-10-17,9204.39
1751,2015-10-18,9821.22
1752,2015-10-19,77613.8
1753,2015-10-20,79943.54000000001
1754,2015-10-21,67989.29000000001
1755,2015-10-22,68972.49
1756,2015-10-23,49929.59
1757,2015-10-24,4645.93
1758,2015-10-25,14412.02
1759,2015-10-26,87538.69
1760,2015-10-27,97442.20999999999
1761,2015-10-28,121776.57
1762,2015-10-29,114615.78
1763,2015-10-30,70921.0
1764,2015-10-31,50285.23
1765,2015-11-01,92121.61
1766,2015-11-02,25301.23
1767,2015-11-03,235011.92
1768,2015-11-04,95384.87
1769,2015-11-05,139603.85
1770,2015-11-06,62789.69
1771,2015-11-07,11161.08
1772,2015-11-08,4295.74
1773,2015-11-09,90298.76
1774,2015-11-10,141406.45
1775,2015-11-11,62425.7
1776,2015-11-12,48043.15
1777,2015-11-13,53763.770000000004
1778,2015-11-14,10486.66
1779,2015-11-15,29514.78
1780,2015-11-16,72199.0
1781,2015-11-17,54010.29
1782,2015-11-18,73596.79
1783,2015-11-19,64006.4
1784,2015-11-20,47045.81
1785,2015-11-21,9655.42
1786,2015-11-22,16691.07
1787,2015-11-23,88066.84
1788,2015-11-24,103199.9
1789,2015-11-25,73854.35
1790,2015-11-26,124688.31
1791,2015-11-27,65600.69
1792,2015-11-28,13637.05
1793,2015-11-29,22450.22
1794,2015-11-30,217276.43
1795,2015-12-01,285555.08
1796,2015-12-02,112181.43
1797,2015-12-03,114773.37
1798,2015-12-04,75877.63
1799,2015-12-05,51997.42
1800,2015-12-06,11773.140000000001
1801,2015-12-07,92407.33
1802,2015-12-08,44846.44
1803,2015-12-09,66876.73
1804,2015-12-10,153178.65
1805,2015-12-11,145454.44
1806,2015-12-12,19546.22
1807,2015-12-13,6843.74
1808,2015-12-14,105534.48
1809,2015-12-15,221289.87
1810,2015-12-16,204231.99
1811,2015-12-17,43185.0
1812,2015-12-18,53069.85
1813,2015-12-19,7208.16
1814,2015-12-20,10830.5
1815,2015-12-21,78500.56
1816,2015-12-22,79512.12
1817,2015-12-23,147674.16
1818,2015-12-24,10111.46
1819,2015-12-25,2966.91
1820,2015-12-26,11738.710000000001
1821,2015-12-27,2630.46
1822,2015-12-28,86443.22
1823,2015-12-29,20042.260000000002
1824,2015-12-30,50746.94
1825,2015-12-31,89726.23
1826,2016-01-01,47014.91
1827,2016-01-02,14376.35
1828,2016-01-03,27813.82
1829,2016-01-04,97162.72
1830,2016-01-05,119227.67
1831,2016-01-06,40717.86
1832,2016-01-07,65701.63
1833,2016-01-08,32635.69
1834,2016-01-09,16344.73
1835,2016-01-10,30604.35
1836,2016-01-11,63701.11
1837,2016-01-12,34675.21
1838,2016-01-13,57768.59
1839,2016-01-14,34057.23
1840,2016-01-15,43587.85
1841,2016-01-16,14236.11
1842,2016-01-17,7270.58
1843,2016-01-18,44276.27
1844,2016-01-19,48344.4
1845,2016-01-20,58589.14
1846,2016-01-21,109585.94
1847,2016-01-22,28056.78
1848,2016-01-23,4172.88
1849,2016-01-24,2849.37
1850,2016-01-25,119328.13
1851,2016-01-26,56789.6
1852,2016-01-27,67216.94
1853,2016-01-28,67227.47
1854,2016-01-29,65374.95
1855,2016-01-30,43329.33
1856,2016-01-31,46056.41
1857,2016-02-01,225045.57
1858,2016-02-02,158243.24
1859,2016-02-03,116575.84
1860,2016-02-04,75644.23
1861,2016-02-05,113222.27
1862,2016-02-06,14830.73
1863,2016-02-07,3951.54
1864,2016-02-08,6012.2
1865,2016-02-09,17042.54
1866,2016-02-10,38628.93
1867,2016-02-11,58545.55
1868,2016-02-12,49540.1
1869,2016-02-13,15223.65
1870,2016-02-14,16505.06
1871,2016-02-15,117923.87
1872,2016-02-16,49875.35
1873,2016-02-17,48115.6
1874,2016-02-18,59981.46
1875,2016-02-19,37967.35
1876,2016-02-20,20930.94
1877,2016-02-21,11565.93
1878,2016-02-22,96101.02
1879,2016-02-23,53716.83
1880,2016-02-24,82545.44
1881,2016-02-25,142283.13
1882,2016-02-26,65755.09
1883,2016-02-27,15694.31
1884,2016-02-28,20472.12
1885,2016-02-29,176700.14
1886,2016-03-01,309466.84
1887,2016-03-02,140520.66
1888,2016-03-03,126774.96
1889,2016-03-04,57984.77
1890,2016-03-05,64432.5
1891,2016-03-06,11004.48
